2.010015242846255035e+02 1.149418000415714047e+01 2.468662093812790204e+01
2.010331993810480640e+02 1.152585510057969032e+01 2.471829603455045188e+01
2.010658329291669588e+02 1.155848864869858339e+01 2.475092958266934673e+01
2.013431949929559437e+02 1.183386452343010298e+01 2.502630545740086276e+01
2.018740733042333488e+02 1.245121134437284915e+01 2.505176793921337719e+01
2.021187325342386600e+02 1.288331139287281424e+01 2.413762442550636322e+01
2.021926603385759620e+02 1.338776877064135462e+01 2.330957989791912155e+01
2.021805699900690456e+02 1.365667798332525074e+01 2.326635719069724573e+01
2.021756276126469345e+02 1.378552622462412458e+01 2.322224531744382148e+01
2.023365089263031393e+02 1.379852883438416633e+01 2.319806462043003137e+01
2.024140626804314138e+02 1.389063257811958785e+01 2.322570960068361856e+01
2.023786577057206841e+02 1.405788817293701953e+01 2.323261507194161624e+01
2.023189912007205749e+02 1.412771657544054094e+01 2.321124044435206457e+01
2.023441534446523065e+02 1.412574193399385614e+01 2.319538557472458962e+01
2.025833737499711447e+02 1.405047460680385285e+01 2.330520335342617599e+01
2.028752973509780873e+02 1.413421788032056092e+01 2.342546017229035371e+01
2.028160812027991540e+02 1.422680662370955496e+01 2.346450264440287370e+01
2.026336058569482077e+02 1.425780041109494434e+01 2.340922423150650289e+01
2.025965033834499707e+02 1.422520150580844778e+01 2.340560982932631262e+01
2.027671424282316082e+02 1.419696759740409675e+01 2.347278228134598876e+01
2.028148109656112013e+02 1.430983394535670605e+01 2.351861474860851331e+01
2.026750271368853760e+02 1.444536825330839136e+01 2.355160627266218754e+01
2.024608074089470904e+02 1.449639714543060975e+01 2.350024249982678626e+01
2.024148941084089586e+02 1.449524238435067858e+01 2.348841774636827751e+01
2.023440495161551098e+02 1.435518141296565808e+01 2.331018037368068718e+01
2.019628744312801700e+02 1.407472458948243599e+01 2.304539365805214857e+01
2.014916048869488918e+02 1.369435783736344980e+01 2.276609159564885942e+01
2.011736067807570691e+02 1.343315088108270317e+01 2.256553269128617245e+01
2.010326220005080984e+02 1.326470588235294201e+01 2.251259844338206406e+01
2.010590429340169578e+02 1.330927966003833873e+01 2.258288875031755794e+01
2.010801635141689303e+02 1.339562114598489551e+01 2.263361740455899707e+01
2.010599782904916992e+02 1.337901568165546529e+01 2.266084667082380832e+01
2.011194831289406295e+02 1.337288390032102292e+01 2.260568373403542708e+01
2.011661585717914988e+02 1.337999722857340856e+01 2.274769625164553588e+01
2.012184115106584557e+02 1.345499896071502732e+01 2.261364003787616284e+01
2.011554770318021212e+02 1.341317351439987071e+01 2.259428624217649428e+01
2.010498972262638802e+02 1.337791865862952889e+01 2.251949236702926171e+01
2.008874338899281611e+02 1.328954479318229076e+01 2.240994018337605809e+01
2.006683410702325716e+02 1.332186655580960277e+01 2.227336659045243650e+01
2.002360909027921991e+02 1.345848633917642445e+01 2.220761449456107428e+01
1.999548257465530412e+02 1.345556479364419467e+01 2.208810827039885538e+01
1.999045705443543852e+02 1.334383011154992005e+01 2.206060186147486135e+01
2.000203237950068171e+02 1.337808032518072032e+01 2.212571883877225787e+01
2.000513060347813905e+02 1.361749693988313759e+01 2.222227996027621799e+01
1.999914085775652950e+02 1.396005681424513334e+01 2.233996166193214705e+01
1.999847802489665014e+02 1.401021963555740335e+01 2.231730524954387107e+01
2.002127993718099788e+02 1.389830019169033903e+01 2.239351948081941757e+01
2.003945818610129663e+02 1.389081733989237577e+01 2.247409870897711315e+01
2.004891106030162291e+02 1.391724982101203345e+01 2.250296773597542810e+01
2.005120441580637021e+02 1.387306866209381262e+01 2.245638467401094829e+01
2.006258805053234369e+02 1.363484145130372482e+01 2.237231806739185558e+01
2.008576295064551118e+02 1.345699669738331217e+01 2.234087392318529197e+01
2.008957019792604797e+02 1.348680108085637031e+01 2.238857710339730644e+01
2.007987135961569436e+02 1.357217256749578560e+01 2.240332340238804676e+01
2.007350862606526789e+02 1.350101618975033979e+01 2.230639275733850724e+01
2.007496824407030260e+02 1.336219081272084885e+01 2.237567842213445957e+01
2.007903646735490497e+02 1.336774521351532385e+01 2.236420009699993017e+01
2.007609413612323692e+02 1.350959606457423945e+01 2.245499896071502732e+01
2.002832628929074588e+02 1.369801842998683661e+01 2.229407145661562595e+01
1.997281461465622669e+02 1.328439455876579167e+01 2.196540335804522215e+01
1.992815192036767655e+02 1.274291554077461441e+01 2.187615187417723206e+01
1.990977158825838842e+02 1.263539573662209214e+01 2.180856370816877998e+01
1.989002748331370185e+02 1.263917180535347207e+01 2.167093928266241676e+01
1.986330977620730209e+02 1.273468209427469411e+01 2.158499041548303765e+01
1.986123005150234349e+02 1.267684011178087289e+01 2.148409893992932851e+01
1.989234970784544601e+02 1.250489618697891459e+01 2.177688861174623014e+01
1.991966673595233033e+02 1.247096930645049540e+01 2.176882837940830129e+01
1.990558211506039470e+02 1.259955195270098649e+01 2.171530520335342729e+01
1.988267396475669102e+02 1.278975265017667873e+01 2.172191043673064215e+01
1.986720594009099443e+02 1.271971639067876936e+01 2.173335411903277148e+01
1.989577357444744621e+02 1.256000138571329572e+01 2.184008868565094019e+01
1.990038338067853658e+02 1.260437885401510449e+01 2.186473128709669922e+01
1.986200258666481773e+02 1.276493683456892825e+01 2.163044181158918278e+01
1.983667867618189860e+02 1.276784683249035801e+01 2.146390216864130807e+01
1.983274671470472867e+02 1.251585486962747495e+01 2.149252869581283676e+01
1.984065451858010647e+02 1.243977920968151629e+01 2.147668537379616183e+01
1.984451488487032123e+02 1.251449225155315403e+01 2.145154622508603026e+01
1.983168779879442809e+02 1.270436961592646519e+01 2.138634841451303714e+01
1.981864130811335087e+02 1.281402572807686013e+01 2.135422296126931485e+01
1.982012286657890456e+02 1.280840204161758855e+01 2.141698422596364892e+01
1.982545439848495334e+02 1.287739901614355986e+01 2.141999815238227356e+01
1.981531097715882481e+02 1.300924963625026010e+01 2.135025058315434521e+01
1.980384073535185507e+02 1.312519919628628884e+01 2.134612808609898593e+01
1.980467216332940836e+02 1.297708954017413774e+01 2.137268759093743498e+01
1.981017921891960611e+02 1.291241137208711542e+01 2.134216725559481631e+01
1.981705813067276267e+02 1.292798909905540583e+01 2.133213238181020444e+01
1.982254324580244429e+02 1.292848564631977659e+01 2.144488325365481884e+01
1.981660315480727093e+02 1.296511466777523758e+01 2.139448948012656260e+01
1.982699831404882218e+02 1.288506662971431282e+01 2.143633802166331748e+01
1.983930691239982309e+02 1.291731910667682826e+01 2.148307120256818692e+01
1.983835654403104058e+02 1.301476939421233681e+01 2.150123559435552778e+01
1.982182960345504625e+02 1.299446869442712327e+01 2.136192521767246433e+01
1.977764728977574578e+02 1.269919628628836605e+01 2.124895494122266015e+01
1.973892699600452545e+02 1.231215501512737021e+01 2.125716529250098219e+01
1.972718538534377331e+02 1.207762303979306751e+01 2.112623848125822690e+01
1.972848795584193624e+02 1.196014919513152641e+01 2.119423081364465844e+01
1.973920298390262928e+02 1.196041479017991094e+01 2.112701217118178221e+01
1.974204831520358425e+02 1.194775860874385032e+01 2.121634448832536535e+01
1.974980253585533205e+02 1.207098316358345436e+01 2.108868565093882097e+01
1.976860666528095294e+02 1.210784313725490158e+01 2.104408877803182421e+01
1.977757569458879061e+02 1.219302986212152717e+01 2.107973625256934369e+01
1.978435183260583301e+02 1.232603524330816036e+01 2.092388969722164660e+01
1.978030670454282927e+02 1.237870389616388422e+01 2.099861428670408259e+01
1.977885978890967351e+02 1.242296588835769811e+01 2.108816600845285194e+01
1.978227557218411619e+02 1.241123351578558420e+01 2.108975957874315910e+01
1.978098454929674972e+02 1.234926903623640193e+01 2.111805122520150491e+01
1.977572230305549681e+02 1.233979999538095562e+01 2.114081156608697754e+01
1.977373957828125413e+02 1.231787108247303664e+01 2.113518787962770418e+01
1.976908358160696650e+02 1.230347121180627745e+01 2.115809833945356644e+01
1.977067946141943366e+02 1.226933647428347030e+01 2.115082334464999292e+01
1.977279960276218844e+02 1.240931661239289596e+01 2.128920991246911143e+01
1.977624194554146868e+02 1.247012633086214528e+01 2.130261668860712732e+01
1.977319106676828540e+02 1.256611007182613982e+01 2.127247742442088807e+01
1.977679854038199494e+02 1.259283124321577851e+01 2.120067438047068009e+01
1.978783574678398907e+02 1.265941476708469082e+01 2.127684242130303360e+01
1.978784152058939014e+02 1.282090810411325954e+01 2.128126515623917570e+01
1.978886463890621030e+02 1.284051594725051437e+01 2.120784544677706052e+01
